date,district,rain_mm,api_mm
1970-09-17,Sahibzada Ajit Singh Nagar,0.0,54.755
1970-09-18,Sahibzada Ajit Singh Nagar,0.0,49.279
1970-09-19,Sahibzada Ajit Singh Nagar,0.0,44.352
1970-09-20,Sahibzada Ajit Singh Nagar,0.0,39.916
1970-09-21,Sahibzada Ajit Singh Nagar,0.0,35.925
1970-09-22,Sahibzada Ajit Singh Nagar,0.0,32.332
1970-09-23,Sahibzada Ajit Singh Nagar,34.113,63.212
1970-09-24,Sahibzada Ajit Singh Nagar,71.784,128.675
1970-09-25,Sahibzada Ajit Singh Nagar,27.288,143.096
1970-09-26,Sahibzada Ajit Singh Nagar,1.889,130.676
1970-09-27,Sahibzada Ajit Singh Nagar,0.205,117.813
1970-09-28,Sahibzada Ajit Singh Nagar,0.001,106.032
1970-09-29,Sahibzada Ajit Singh Nagar,0.0,95.429
1970-09-30,Sahibzada Ajit Singh Nagar,0.185,86.071
1970-10-01,Sahibzada Ajit Singh Nagar,0.0,77.464
1970-10-02,Sahibzada Ajit Singh Nagar,0.0,69.717
1970-10-03,Sahibzada Ajit Singh Nagar,0.0,62.746
1970-10-04,Sahibzada Ajit Singh Nagar,0.0,56.471
1970-10-05,Sahibzada Ajit Singh Nagar,0.0,50.824
1970-10-06,Sahibzada Ajit Singh Nagar,0.0,45.742
1970-10-07,Sahibzada Ajit Singh Nagar,4.528,45.696
1970-10-08,Sahibzada Ajit Singh Nagar,0.0,41.126
1970-10-09,Sahibzada Ajit Singh Nagar,0.0,37.014
1970-10-10,Sahibzada Ajit Singh Nagar,0.0,33.312
1971-05-20,Sahibzada Ajit Singh Nagar,1.165,47.149
1971-05-21,Sahibzada Ajit Singh Nagar,20.555,62.989
1971-05-22,Sahibzada Ajit Singh Nagar,0.112,56.802
1971-05-23,Sahibzada Ajit Singh Nagar,0.0,51.122
1971-05-24,Sahibzada Ajit Singh Nagar,0.128,46.137
1971-05-25,Sahibzada Ajit Singh Nagar,2.822,44.345
1971-05-26,Sahibzada Ajit Singh Nagar,0.881,40.791
1971-05-27,Sahibzada Ajit Singh Nagar,0.0,36.712
1971-05-28,Sahibzada Ajit Singh Nagar,6.448,39.489
1971-05-29,Sahibzada Ajit Singh Nagar,3.263,38.803
1971-05-30,Sahibzada Ajit Singh Nagar,0.0,34.923
1971-05-31,Sahibzada Ajit Singh Nagar,1.046,32.476
1971-06-01,Sahibzada Ajit Singh Nagar,32.688,61.917
1971-06-02,Sahibzada Ajit Singh Nagar,0.0,55.726
1971-06-03,Sahibzada Ajit Singh Nagar,0.0,50.153
1971-06-04,Sahibzada Ajit Singh Nagar,0.036,45.174
1971-06-05,Sahibzada Ajit Singh Nagar,0.047,40.703
1971-06-06,Sahibzada Ajit Singh Nagar,0.113,36.746
1971-06-07,Sahibzada Ajit Singh Nagar,5.158,38.229
1971-06-08,Sahibzada Ajit Singh Nagar,10.66,45.066
1971-06-09,Sahibzada Ajit Singh Nagar,0.109,40.668
1971-06-10,Sahibzada Ajit Singh Nagar,0.249,36.85
1971-06-11,Sahibzada Ajit Singh Nagar,0.113,33.278
1971-06-12,Sahibzada Ajit Singh Nagar,0.0,29.95
1971-06-13,Sahibzada Ajit Singh Nagar,3.216,30.171
1971-06-14,Sahibzada Ajit Singh Nagar,4.998,32.153
1971-06-15,Sahibzada Ajit Singh Nagar,1.737,30.674
1971-06-16,Sahibzada Ajit Singh Nagar,2.305,29.912
1971-06-17,Sahibzada Ajit Singh Nagar,0.006,26.927
1971-06-18,Sahibzada Ajit Singh Nagar,2.717,26.951
1971-06-19,Sahibzada Ajit Singh Nagar,0.0,24.256
1971-06-20,Sahibzada Ajit Singh Nagar,0.0,21.83
1971-06-21,Sahibzada Ajit Singh Nagar,24.476,44.124
1971-06-22,Sahibzada Ajit Singh Nagar,23.09,62.801
1971-06-23,Sahibzada Ajit Singh Nagar,0.277,56.798
1971-06-24,Sahibzada Ajit Singh Nagar,11.144,62.262
1971-06-25,Sahibzada Ajit Singh Nagar,3.041,59.076
1971-06-26,Sahibzada Ajit Singh Nagar,1.84,55.009
1971-06-27,Sahibzada Ajit Singh Nagar,1.335,50.843
1971-06-28,Sahibzada Ajit Singh Nagar,6.737,52.495
1971-06-29,Sahibzada Ajit Singh Nagar,7.334,54.58
1971-06-30,Sahibzada Ajit Singh Nagar,7.539,56.661
1971-07-01,Sahibzada Ajit Singh Nagar,15.073,66.067
1971-07-02,Sahibzada Ajit Singh Nagar,18.165,77.625
1971-07-03,Sahibzada Ajit Singh Nagar,10.545,80.408
1971-07-04,Sahibzada Ajit Singh Nagar,9.456,81.823
1971-07-05,Sahibzada Ajit Singh Nagar,32.661,106.301
1971-07-06,Sahibzada Ajit Singh Nagar,2.588,98.259
1971-07-07,Sahibzada Ajit Singh Nagar,3.831,92.264
1971-07-08,Sahibzada Ajit Singh Nagar,6.472,89.51
1971-07-09,Sahibzada Ajit Singh Nagar,3.6,84.159
1971-07-10,Sahibzada Ajit Singh Nagar,0.037,75.781
1971-07-11,Sahibzada Ajit Singh Nagar,1.526,69.728
1971-07-12,Sahibzada Ajit Singh Nagar,1.433,64.188
1971-07-13,Sahibzada Ajit Singh Nagar,2.747,60.516
1971-07-14,Sahibzada Ajit Singh Nagar,2.901,57.365
1971-07-15,Sahibzada Ajit Singh Nagar,19.096,70.724
1971-07-16,Sahibzada Ajit Singh Nagar,0.461,64.113
1971-07-17,Sahibzada Ajit Singh Nagar,2.024,59.726
1971-07-18,Sahibzada Ajit Singh Nagar,4.077,57.83
1971-07-19,Sahibzada Ajit Singh Nagar,0.033,52.081
1971-07-20,Sahibzada Ajit Singh Nagar,0.0,46.873
1971-07-21,Sahibzada Ajit Singh Nagar,1.375,43.56
1971-07-22,Sahibzada Ajit Singh Nagar,1.807,41.011
1971-07-23,Sahibzada Ajit Singh Nagar,9.873,46.782
1971-07-24,Sahibzada Ajit Singh Nagar,0.163,42.267
1971-07-25,Sahibzada Ajit Singh Nagar,11.236,49.276
1971-07-26,Sahibzada Ajit Singh Nagar,16.377,60.726
1971-07-27,Sahibzada Ajit Singh Nagar,4.374,59.027
1971-07-28,Sahibzada Ajit Singh Nagar,11.669,64.793
1971-07-29,Sahibzada Ajit Singh Nagar,48.887,107.201
1971-07-30,Sahibzada Ajit Singh Nagar,5.49,101.971
1971-07-31,Sahibzada Ajit Singh Nagar,1.719,93.493
1971-08-01,Sahibzada Ajit Singh Nagar,13.159,97.303
1971-08-02,Sahibzada Ajit Singh Nagar,59.225,146.797
1971-08-03,Sahibzada Ajit Singh Nagar,10.781,142.898
1971-08-04,Sahibzada Ajit Singh Nagar,20.649,149.257
1971-08-05,Sahibzada Ajit Singh Nagar,5.551,139.882
1971-08-06,Sahibzada Ajit Singh Nagar,63.817,189.711
1971-08-07,Sahibzada Ajit Singh Nagar,51.066,221.806
1971-08-08,Sahibzada Ajit Singh Nagar,52.609,252.234
1971-08-09,Sahibzada Ajit Singh Nagar,79.42,306.431
1971-08-10,Sahibzada Ajit Singh Nagar,9.235,285.023
1971-08-11,Sahibzada Ajit Singh Nagar,2.968,259.488
1971-08-12,Sahibzada Ajit Singh Nagar,1.403,234.942
1971-08-13,Sahibzada Ajit Singh Nagar,12.405,223.853
1971-08-14,Sahibzada Ajit Singh Nagar,17.845,219.313
1971-08-15,Sahibzada Ajit Singh Nagar,27.101,224.483
1971-08-16,Sahibzada Ajit Singh Nagar,6.842,208.876
1971-08-17,Sahibzada Ajit Singh Nagar,62.537,250.525
1971-08-18,Sahibzada Ajit Singh Nagar,0.181,225.654
1971-08-19,Sahibzada Ajit Singh Nagar,0.0,203.088
1971-08-20,Sahibzada Ajit Singh Nagar,2.339,185.118
1971-08-21,Sahibzada Ajit Singh Nagar,9.332,175.939
1971-08-22,Sahibzada Ajit Singh Nagar,3.671,162.016
1971-08-23,Sahibzada Ajit Singh Nagar,2.437,148.251
1971-08-24,Sahibzada Ajit Singh Nagar,4.619,138.045
1971-08-25,Sahibzada Ajit Singh Nagar,0.979,125.22
1971-08-26,Sahibzada Ajit Singh Nagar,30.995,143.693
1971-08-27,Sahibzada Ajit Singh Nagar,112.635,241.958
1971-08-28,Sahibzada Ajit Singh Nagar,21.973,239.736
1971-08-29,Sahibzada Ajit Singh Nagar,0.003,215.765
1971-08-30,Sahibzada Ajit Singh Nagar,23.007,217.196
1971-08-31,Sahibzada Ajit Singh Nagar,13.799,209.275
1971-09-01,Sahibzada Ajit Singh Nagar,10.58,198.928
1971-09-02,Sahibzada Ajit Singh Nagar,1.994,181.029
1971-09-03,Sahibzada Ajit Singh Nagar,4.616,167.542
1971-09-04,Sahibzada Ajit Singh Nagar,2.378,153.166
1971-09-05,Sahibzada Ajit Singh Nagar,63.059,200.908
1971-09-06,Sahibzada Ajit Singh Nagar,18.802,199.619
1971-09-07,Sahibzada Ajit Singh Nagar,6.209,185.866
1971-09-08,Sahibzada Ajit Singh Nagar,3.943,171.223
1971-09-09,Sahibzada Ajit Singh Nagar,29.768,183.868
1971-09-10,Sahibzada Ajit Singh Nagar,3.501,168.983
1971-09-11,Sahibzada Ajit Singh Nagar,0.034,152.118
1971-09-12,Sahibzada Ajit Singh Nagar,0.0,136.906
1971-09-13,Sahibzada Ajit Singh Nagar,0.0,123.216
1971-09-14,Sahibzada Ajit Singh Nagar,0.0,110.894
1971-09-15,Sahibzada Ajit Singh Nagar,0.0,99.805
1971-09-16,Sahibzada Ajit Singh Nagar,0.0,89.824
1971-09-17,Sahibzada Ajit Singh Nagar,0.0,80.842
1971-09-18,Sahibzada Ajit Singh Nagar,0.0,72.758
1971-09-19,Sahibzada Ajit Singh Nagar,0.0,65.482
1971-09-20,Sahibzada Ajit Singh Nagar,0.0,58.934
1971-09-21,Sahibzada Ajit Singh Nagar,0.0,53.04
1971-09-22,Sahibzada Ajit Singh Nagar,0.0,47.736
1971-09-23,Sahibzada Ajit Singh Nagar,0.0,42.963
1971-09-24,Sahibzada Ajit Singh Nagar,0.0,38.666
1971-09-25,Sahibzada Ajit Singh Nagar,0.0,34.8
1971-09-26,Sahibzada Ajit Singh Nagar,0.0,31.32
1971-09-27,Sahibzada Ajit Singh Nagar,0.008,28.196
1971-09-28,Sahibzada Ajit Singh Nagar,0.0,25.376
1971-09-29,Sahibzada Ajit Singh Nagar,0.0,22.839
1971-09-30,Sahibzada Ajit Singh Nagar,0.0,20.555
1971-10-01,Sahibzada Ajit Singh Nagar,0.0,18.499
