year,window_start,window_end,district,flooded_ha,flooded_fraction,antecedent_fraction,week_of_season,flood_event,punjab_mm,upstream_mm,punjab_mm_lag1,upstream_mm_lag1,punjab_mm_lag2,upstream_mm_lag2,district_mm,district_max1d,district_max3d,district_p90,district_mm_lag1,district_mm_lag2,api_start,district_first3d,district_first5d,bhakra_delta,pong_delta,ranjit_sagar_delta,bhakra_storage,pong_storage,ranjit_sagar_storage,core_season,prior_mean_annual_flooded_ha,prior_seasons_with_fraction_gt2pct,score,chosen_variant,chosen_C
2016,2016-07-25,2016-08-04,Sangrur,68.74,0.00019,0.000416,4,0,66.902,96.476,65.272,71.381,33.174,43.162,25.557,9.931,9.967,5.724,24.091,42.437,29.431,8.611,10.694,0.2275,0.7443,0.122,2.452,1.6571,0.9663,True,65849.872,10,0.25772779498885523,nested_district_rain,0.01
2016,2016-08-04,2016-08-14,Sangrur,0.0,0.0,0.00019,5,0,100.237,122.051,66.902,96.476,65.272,71.381,45.627,21.948,31.87,10.894,25.557,24.091,28.772,0.263,31.877,0.8114,1.4808,0.47,3.0383,2.8907,1.2339,True,65849.872,10,0.5718687437426031,nested_district_rain,0.01
2016,2016-08-14,2016-08-24,Sangrur,0.0,0.0,0.0,6,0,34.098,51.722,100.237,122.051,66.902,96.476,9.468,2.708,5.338,1.835,45.627,25.557,39.849,3.129,4.104,0.3912,0.2452,0.122,3.6984,3.9097,1.6171,True,65849.872,10,0.2511841193500298,nested_district_rain,0.01
2016,2016-08-24,2016-09-03,Sangrur,0.0,0.0,0.0,7,0,74.166,67.051,34.098,51.722,100.237,122.051,36.688,11.237,24.109,8.53,9.468,45.627,20.77,5.341,11.798,0.4205,0.4628,0.151,4.1762,4.2622,1.7774,True,65849.872,10,0.30957366364328714,nested_district_rain,0.01
2016,2016-09-03,2016-09-13,Sangrur,0.0,0.0,0.0,8,0,6.8,14.184,74.166,67.051,34.098,51.722,0.0,0.0,0.0,0.0,36.688,9.468,30.883,0.0,0.0,0.1202,0.0555,-0.041,4.5279,4.5818,1.8328,True,65849.872,10,0.0548087187424111,nested_district_rain,0.01
2016,2016-09-13,2016-09-23,Sangrur,0.0,0.0,0.0,9,0,11.01,12.184,6.8,14.184,74.166,67.051,0.231,0.127,0.127,0.095,0.0,36.688,10.768,0.127,0.127,-0.0009,-0.1429,-0.079,4.5923,4.5233,1.7525,True,65849.872,10,0.04273339069744847,nested_district_rain,0.01
2016,2016-09-23,2016-09-30,Sangrur,0.0,0.0,0.0,10,0,5.155,5.938,6.446,7.845,9.579,11.885,0.014,0.01,0.014,0.006,0.104,0.127,3.893,0.014,0.014,-0.0324,-0.1157,-0.091,4.5793,4.3773,1.6511,True,65849.872,10,0.01853918263733367,nested_district_rain,0.01
2016,2016-07-25,2016-08-04,Tarn Taran,385.74,0.001607,0.000152,4,0,66.902,96.476,65.272,71.381,33.174,43.162,49.157,20.103,36.495,13.566,107.969,21.071,73.437,16.681,36.784,0.2275,0.7443,0.122,2.452,1.6571,0.9663,True,34447.096000000005,9,0.2104657558362013,nested_district_rain,0.01
2016,2016-08-04,2016-08-14,Tarn Taran,0.0,0.0,0.001607,5,0,100.237,122.051,66.902,96.476,65.272,71.381,72.668,37.362,50.253,18.757,49.157,107.969,52.678,11.001,50.253,0.8114,1.4808,0.47,3.0383,2.8907,1.2339,True,34447.096000000005,9,0.5801674442227112,nested_district_rain,0.01
2016,2016-08-14,2016-08-24,Tarn Taran,275.51,0.001148,0.0,6,0,34.098,51.722,100.237,122.051,66.902,96.476,29.723,13.205,22.365,7.805,72.668,49.157,64.041,22.365,23.379,0.3912,0.2452,0.122,3.6984,3.9097,1.6171,True,34447.096000000005,9,0.21033710162214775,nested_district_rain,0.01
2016,2016-08-24,2016-09-03,Tarn Taran,242.62,0.001011,0.001148,7,0,74.166,67.051,34.098,51.722,100.237,122.051,78.561,33.659,41.374,20.504,29.723,72.668,37.948,37.125,60.421,0.4205,0.4628,0.151,4.1762,4.2622,1.7774,True,34447.096000000005,9,0.34428721818296165,nested_district_rain,0.01
2016,2016-09-03,2016-09-13,Tarn Taran,0.0,0.0,0.001011,8,0,6.8,14.184,74.166,67.051,34.098,51.722,0.946,0.408,0.656,0.302,78.561,29.723,59.646,0.656,0.656,0.1202,0.0555,-0.041,4.5279,4.5818,1.8328,True,34447.096000000005,9,0.04979220355997768,nested_district_rain,0.01
2016,2016-09-13,2016-09-23,Tarn Taran,299.53,0.001248,0.0,9,0,11.01,12.184,6.8,14.184,74.166,67.051,7.945,4.783,6.249,2.005,0.946,78.561,21.324,1.696,1.696,-0.0009,-0.1429,-0.079,4.5923,4.5233,1.7525,True,34447.096000000005,9,0.031728561969972716,nested_district_rain,0.01
2016,2016-09-23,2016-09-30,Tarn Taran,176.79,0.000736,0.001248,10,0,5.155,5.938,6.446,7.845,9.579,11.885,2.181,1.453,1.453,1.018,6.249,1.986,14.267,1.453,1.453,-0.0324,-0.1157,-0.091,4.5793,4.3773,1.6511,True,34447.096000000005,9,0.0187947612279976,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Amritsar,22.42,8.4e-05,0.003118,4,0,79.614,101.185,53.319,99.829,53.45,64.372,90.2,39.828,69.796,19.448,27.781,109.817,57.911,0.047,16.776,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,20869.586,7,0.4680528384261872,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Amritsar,222.64,0.000835,8.4e-05,5,0,80.92,87.08,79.614,101.185,53.319,99.829,29.268,22.899,24.114,5.297,90.2,27.781,94.357,4.807,6.022,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,20869.586,7,0.3068564567032389,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Amritsar,17.3,6.5e-05,0.000835,6,0,37.631,45.837,80.92,87.08,79.614,101.185,16.602,6.568,10.034,6.546,29.268,90.2,50.991,6.568,6.568,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,20869.586,7,0.14613266698658103,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Amritsar,7.92,3e-05,6.5e-05,7,0,65.992,64.405,37.631,45.837,80.92,87.08,36.359,11.573,21.036,11.294,16.602,29.268,28.396,11.749,11.749,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,20869.586,7,0.14631982498534116,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Amritsar,2.16,8e-06,3e-05,8,0,16.237,27.632,65.992,64.405,37.631,45.837,7.94,7.132,7.752,1.271,36.359,16.602,37.317,7.752,7.753,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,20869.586,7,0.0432764709677798,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Amritsar,6.48,2.4e-05,8e-06,9,0,0.974,6.445,16.237,27.632,65.992,64.405,0.0,0.0,0.0,0.0,7.94,36.359,16.814,0.0,0.0,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,20869.586,7,0.02323054581135816,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Amritsar,0.0,0.0,2.4e-05,10,0,17.621,36.538,0.062,5.791,5.105,11.336,0.005,0.005,0.005,0.002,0.0,0.115,5.863,0.005,0.005,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,20869.586,7,0.018166547149906755,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Barnala,16.38,0.00011,0.000554,4,0,79.614,101.185,53.319,99.829,53.45,64.372,67.629,23.463,37.81,20.589,9.125,16.406,13.711,1.41,24.873,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,13111.456,8,0.3599685873957808,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Barnala,0.74,5e-06,0.00011,5,0,80.92,87.08,79.614,101.185,53.319,99.829,6.838,3.522,3.522,2.553,67.629,9.125,54.329,3.522,3.524,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,13111.456,8,0.3056247374695961,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Barnala,0.0,0.0,5e-06,6,0,37.631,45.837,80.92,87.08,79.614,101.185,4.76,1.867,3.625,1.746,6.838,67.629,23.143,0.612,0.612,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,13111.456,8,0.13754763820953478,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Barnala,0.0,0.0,0.0,7,0,65.992,64.405,37.631,45.837,80.92,87.08,71.41,29.267,55.371,26.376,4.76,6.838,12.191,2.965,2.965,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,13111.456,8,0.1953503442324097,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Barnala,0.0,0.0,0.0,8,0,16.237,27.632,65.992,64.405,37.631,45.837,12.718,5.762,6.917,3.944,71.41,4.76,67.667,6.917,10.659,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,13111.456,8,0.05359053024200204,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Barnala,0.0,0.0,0.0,9,0,0.974,6.445,16.237,27.632,65.992,64.405,0.0,0.0,0.0,0.0,12.718,71.41,30.149,0.0,0.0,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,13111.456,8,0.026239325446735576,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Barnala,0.0,0.0,0.0,10,0,17.621,36.538,0.062,5.791,5.105,11.336,7.557,7.557,7.557,3.023,0.0,0.0,10.512,7.557,7.557,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,13111.456,8,0.022858286378994046,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Bathinda,0.0,0.0,0.0,4,0,79.614,101.185,53.319,99.829,53.45,64.372,45.905,21.086,42.468,12.997,11.106,13.944,17.092,0.42,2.719,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,8244.965,4,0.1685006534659428,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Bathinda,0.0,0.0,0.0,5,0,80.92,87.08,79.614,101.185,53.319,99.829,0.947,0.579,0.579,0.286,45.905,11.106,45.928,0.579,0.586,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,8244.965,4,0.15829146871885022,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Bathinda,0.0,0.0,0.0,6,0,37.631,45.837,80.92,87.08,79.614,101.185,1.665,1.272,1.504,0.289,0.947,45.905,16.548,0.085,0.085,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,8244.965,4,0.06817559022386734,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Bathinda,0.0,0.0,0.0,7,0,65.992,64.405,37.631,45.837,80.92,87.08,65.398,22.492,39.094,14.856,1.665,0.947,7.341,13.101,13.101,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,8244.965,4,0.0955933757478691,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Bathinda,0.0,0.0,0.0,8,0,16.237,27.632,65.992,64.405,37.631,45.837,5.128,2.828,2.888,1.059,65.398,1.665,54.141,1.502,1.945,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,8244.965,4,0.023312517022394473,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Bathinda,0.0,0.0,0.0,9,0,0.974,6.445,16.237,27.632,65.992,64.405,0.0,0.0,0.0,0.0,5.128,65.398,22.902,0.0,0.0,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,8244.965,4,0.011969494678488492,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Bathinda,0.0,0.0,0.0,10,0,17.621,36.538,0.062,5.791,5.105,11.336,1.061,1.061,1.061,0.424,0.0,2.888,7.985,1.061,1.061,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,8244.965,4,0.009747139786200393,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Faridkot,0.0,0.0,6.6e-05,4,0,79.614,101.185,53.319,99.829,53.45,64.372,21.686,16.98,19.031,4.087,7.92,15.3,16.666,0.0,2.655,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,7554.270999999999,5,0.1882053461194579,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Faridkot,0.0,0.0,0.0,5,0,80.92,87.08,79.614,101.185,53.319,99.829,0.204,0.204,0.204,0.02,21.686,7.92,24.167,0.0,0.204,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,7554.270999999999,5,0.18385329094904335,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Faridkot,0.0,0.0,0.0,6,0,37.631,45.837,80.92,87.08,79.614,101.185,2.476,2.063,2.476,0.578,0.204,21.686,8.535,0.0,0.0,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,7554.270999999999,5,0.08438644090367843,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Faridkot,0.0,0.0,0.0,7,0,65.992,64.405,37.631,45.837,80.92,87.08,78.008,57.254,63.319,16.967,2.476,0.204,5.06,12.491,12.491,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,7554.270999999999,5,0.1327097016439279,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Faridkot,0.0,0.0,0.0,8,0,16.237,27.632,65.992,64.405,37.631,45.837,16.824,12.066,13.68,3.209,78.008,2.476,65.869,2.736,3.144,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,7554.270999999999,5,0.03054000663604963,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Faridkot,0.0,0.0,0.0,9,0,0.974,6.445,16.237,27.632,65.992,64.405,0.0,0.0,0.0,0.0,16.824,78.008,37.989,0.0,0.0,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,7554.270999999999,5,0.014438205040528847,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Faridkot,0.0,0.0,0.0,10,0,17.621,36.538,0.062,5.791,5.105,11.336,0.0,0.0,0.0,0.0,0.0,13.68,13.246,0.0,0.0,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,7554.270999999999,5,0.01164626751937003,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Fatehgarh Sahib,0.0,0.0,0.00011,4,0,79.614,101.185,53.319,99.829,53.45,64.372,103.564,43.196,62.206,29.408,10.322,56.07,23.759,3.464,31.34,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,17245.264,8,0.37054884292455115,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Fatehgarh Sahib,18.51,0.000161,0.0,5,0,80.92,87.08,79.614,101.185,53.319,99.829,29.533,16.163,16.243,5.331,103.564,10.322,89.389,16.243,18.713,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,17245.264,8,0.33785178251905407,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Fatehgarh Sahib,0.0,0.0,0.000161,6,0,37.631,45.837,80.92,87.08,79.614,101.185,58.343,20.488,41.073,14.186,29.533,103.564,47.087,8.946,8.946,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,17245.264,8,0.1683178599664385,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Fatehgarh Sahib,0.0,0.0,0.0,7,0,65.992,64.405,37.631,45.837,80.92,87.08,95.774,57.636,94.592,38.727,58.343,29.533,60.3,0.756,0.756,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,17245.264,8,0.22449718517096273,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Fatehgarh Sahib,2.22,1.9e-05,0.0,8,0,16.237,27.632,65.992,64.405,37.631,45.837,14.041,5.275,10.271,5.024,95.774,58.343,112.564,3.43,8.426,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,17245.264,8,0.05265283754810217,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Fatehgarh Sahib,0.0,0.0,1.9e-05,9,0,0.974,6.445,16.237,27.632,65.992,64.405,0.0,0.0,0.0,0.0,14.041,95.774,47.459,0.0,0.0,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,17245.264,8,0.02659587378405214,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Fatehgarh Sahib,0.0,0.0,0.0,10,0,17.621,36.538,0.062,5.791,5.105,11.336,44.759,26.841,44.759,21.487,0.0,0.34,16.548,44.759,44.759,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,17245.264,8,0.028021927035727118,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Firozpur,34.57,6.6e-05,0.000994,4,0,79.614,101.185,53.319,99.829,53.45,64.372,11.457,5.362,9.561,4.088,7.564,14.777,12.173,0.137,0.886,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,67687.99100000001,8,0.3659955362710129,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Firozpur,203.96,0.000391,6.6e-05,5,0,80.92,87.08,79.614,101.185,53.319,99.829,2.938,1.389,2.362,0.58,11.457,7.564,13.653,0.418,2.297,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,67687.99100000001,8,0.3350376156313495,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Firozpur,32.52,6.2e-05,0.000391,6,0,37.631,45.837,80.92,87.08,79.614,101.185,5.073,4.083,4.801,0.934,2.938,11.457,6.462,0.267,0.267,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,67687.99100000001,8,0.18572375464830204,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Firozpur,25.91,5e-05,6.2e-05,7,0,65.992,64.405,37.631,45.837,80.92,87.08,35.103,21.46,29.065,6.287,5.073,2.938,6.22,3.478,3.478,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,67687.99100000001,8,0.20295675914488798,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Firozpur,27.44,5.3e-05,5e-05,8,0,16.237,27.632,65.992,64.405,37.631,45.837,11.922,4.02,6.03,3.77,35.103,5.073,32.019,5.105,5.315,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,67687.99100000001,8,0.061277527750524384,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Firozpur,38.03,7.3e-05,5.3e-05,9,0,0.974,6.445,16.237,27.632,65.992,64.405,2.179,2.179,2.179,0.218,11.922,35.103,19.759,2.179,2.179,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,67687.99100000001,8,0.03357713108829801,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Firozpur,18.52,3.5e-05,7.3e-05,10,0,17.621,36.538,0.062,5.791,5.105,11.336,0.08,0.08,0.08,0.032,0.0,8.209,7.932,0.08,0.08,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,67687.99100000001,8,0.02557537070435585,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Gurdaspur,39.48,0.000109,0.000677,4,0,79.614,101.185,53.319,99.829,53.45,64.372,116.214,44.007,82.044,22.042,85.596,89.744,87.158,4.868,18.131,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,19481.96,4,0.23499856774836209,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Gurdaspur,754.44,0.002078,0.000109,5,0,80.92,87.08,79.614,101.185,53.319,99.829,137.68,32.922,65.753,26.407,116.214,85.596,123.761,59.982,97.621,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,19481.96,4,0.25008308056881073,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Gurdaspur,72.39,0.000199,0.002078,6,0,37.631,45.837,80.92,87.08,79.614,101.185,16.92,5.011,9.307,4.363,137.68,116.214,119.45,4.359,4.416,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,19481.96,4,0.10552636194100842,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Gurdaspur,58.8,0.000162,0.000199,7,0,65.992,64.405,37.631,45.837,80.92,87.08,66.493,30.888,36.213,13.473,16.92,137.68,53.567,20.491,20.491,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,19481.96,4,0.0907509255584305,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Gurdaspur,0.72,2e-06,0.000162,8,0,16.237,27.632,65.992,64.405,37.631,45.837,34.643,22.771,25.109,6.145,66.493,16.92,69.473,25.109,25.736,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,19481.96,4,0.030057356063694127,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Gurdaspur,37.32,0.000103,2e-06,9,0,0.974,6.445,16.237,27.632,65.992,64.405,0.017,0.017,0.017,0.002,34.643,66.493,41.418,0.017,0.017,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,19481.96,4,0.01235729150284472,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Gurdaspur,20.14,5.5e-05,0.000103,10,0,17.621,36.538,0.062,5.791,5.105,11.336,5.578,4.772,5.441,2.31,0.0,5.879,14.449,5.441,5.449,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,19481.96,4,0.010780198003891028,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Hoshiarpur,12.29,3.6e-05,5.1e-05,4,0,79.614,101.185,53.319,99.829,53.45,64.372,61.917,25.209,41.852,14.928,56.127,69.284,65.112,2.322,5.046,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,5235.1759999999995,1,0.10236223479768804,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Hoshiarpur,143.98,0.000426,3.6e-05,5,0,80.92,87.08,79.614,101.185,53.319,99.829,211.612,44.646,102.786,42.563,61.917,56.127,74.808,101.078,159.218,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,5235.1759999999995,1,0.19029828427192563,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Hoshiarpur,21.69,6.4e-05,0.000426,6,0,37.631,45.837,80.92,87.08,79.614,101.185,49.096,13.59,34.949,12.795,211.612,61.917,144.882,11.014,11.014,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,5235.1759999999995,1,0.04794767244357584,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Hoshiarpur,17.36,5.1e-05,6.4e-05,7,0,65.992,64.405,37.631,45.837,80.92,87.08,51.846,17.505,30.024,13.578,49.096,211.612,83.555,18.228,18.228,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,5235.1759999999995,1,0.0384420913317419,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Hoshiarpur,9.4,2.8e-05,5.1e-05,8,0,16.237,27.632,65.992,64.405,37.631,45.837,19.758,10.682,11.95,5.862,51.846,49.096,68.607,11.95,13.572,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,5235.1759999999995,1,0.01365898843313001,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Hoshiarpur,15.91,4.7e-05,2.8e-05,9,0,0.974,6.445,16.237,27.632,65.992,64.405,3.092,3.092,3.092,0.309,19.758,51.846,33.787,3.092,3.092,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,5235.1759999999995,1,0.007010445965150109,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Hoshiarpur,11.57,3.4e-05,4.7e-05,10,0,17.621,36.538,0.062,5.791,5.105,11.336,19.7,16.925,19.531,8.192,0.0,3.951,13.112,19.531,19.531,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,5235.1759999999995,1,0.006183806456847938,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Jalandhar,6.61,2.5e-05,7.9e-05,4,0,79.614,101.185,53.319,99.829,53.45,64.372,71.094,27.848,54.132,19.086,66.02,49.174,62.694,1.331,2.303,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,20088.733,6,0.2531801469018256,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Jalandhar,13.23,5.1e-05,2.5e-05,5,0,80.92,87.08,79.614,101.185,53.319,99.829,65.172,15.892,30.176,12.061,71.094,66.02,83.125,30.176,44.033,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,20088.733,6,0.2658177120757795,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Jalandhar,244.01,0.000934,5.1e-05,6,0,37.631,45.837,80.92,87.08,79.614,101.185,94.477,47.295,88.902,38.866,65.172,71.094,65.358,5.425,5.425,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,20088.733,6,0.14687970524905467,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Jalandhar,11.75,4.5e-05,0.000934,7,0,65.992,64.405,37.631,45.837,80.92,87.08,66.089,23.836,41.013,15.299,94.477,65.172,93.792,13.577,13.577,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,20088.733,6,0.16110832925429555,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Jalandhar,8.08,3.1e-05,4.5e-05,8,0,16.237,27.632,65.992,64.405,37.631,45.837,11.975,3.338,6.588,3.259,66.089,94.477,86.442,2.535,4.317,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,20088.733,6,0.033084114777954095,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Jalandhar,9.55,3.7e-05,3.1e-05,9,0,0.974,6.445,16.237,27.632,65.992,64.405,0.0,0.0,0.0,0.0,11.975,66.089,38.035,0.0,0.0,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,20088.733,6,0.01902785657347054,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Jalandhar,3.67,1.4e-05,3.7e-05,10,0,17.621,36.538,0.062,5.791,5.105,11.336,5.059,4.879,5.059,2.06,0.0,4.408,13.262,5.059,5.059,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,20088.733,6,0.01568817231688224,nested_district_rain,0.01
2017,2017-07-25,2017-08-04,Kapurthala,56.24,0.000337,0.000683,4,0,79.614,101.185,53.319,99.829,53.45,64.372,103.275,34.72,75.7,25.872,64.443,58.527,63.649,1.599,3.631,0.8204,1.0928,0.118,3.4291,2.9365,1.8976,True,27412.277000000002,8,0.39874470203508017,nested_district_rain,0.01
2017,2017-08-04,2017-08-14,Kapurthala,1895.67,0.011376,0.000337,5,0,80.92,87.08,79.614,101.185,53.319,99.829,81.419,21.882,39.486,19.376,103.275,64.443,109.943,33.311,58.19,0.855,1.2294,0.0,4.4595,4.4263,1.967,True,27412.277000000002,8,0.39463173660328377,nested_district_rain,0.01
2017,2017-08-14,2017-08-24,Kapurthala,727.92,0.004368,0.011376,6,0,37.631,45.837,80.92,87.08,79.614,101.185,91.703,46.329,88.831,37.652,81.419,103.275,83.644,2.837,2.837,0.3411,0.1422,-0.118,5.0471,5.0622,1.9036,True,27412.277000000002,8,0.7800903924561485,nested_district_rain,0.01
2017,2017-08-24,2017-09-03,Kapurthala,115.42,0.000693,0.004368,7,0,65.992,64.405,37.631,45.837,80.92,87.08,57.332,18.086,29.295,14.201,91.703,81.419,99.012,18.113,18.113,0.2585,0.2,-0.081,5.4057,5.2381,1.7764,True,27412.277000000002,8,0.38181736566696495,nested_district_rain,0.01
2017,2017-09-03,2017-09-13,Kapurthala,16.79,0.000101,0.000693,8,0,16.237,27.632,65.992,64.405,37.631,45.837,19.959,6.315,12.122,5.858,57.332,91.703,77.885,4.149,5.425,0.0405,0.0342,0.08,5.6081,5.4282,1.8564,True,27412.277000000002,8,0.058979130511471516,nested_district_rain,0.01
2017,2017-09-13,2017-09-23,Kapurthala,21.18,0.000127,0.000101,9,0,0.974,6.445,16.237,27.632,65.992,64.405,0.0,0.0,0.0,0.0,19.959,57.332,40.705,0.0,0.0,-0.179,-0.147,-0.159,5.4917,5.3457,1.8083,True,27412.277000000002,8,0.029424100426076377,nested_district_rain,0.01
2017,2017-09-23,2017-09-30,Kapurthala,9.5,5.7e-05,0.000127,10,0,17.621,36.538,0.062,5.791,5.105,11.336,1.718,1.669,1.718,0.697,0.0,8.727,14.193,1.718,1.718,0.0662,-0.0248,-0.031,5.4303,5.2441,1.7077,True,27412.277000000002,8,0.023455666698008356,nested_district_rain,0.01
