date,dam,level_ft,inflow_cusecs,outflow_cusecs,as_of_time,source_title,source_url,published,quote
2019-12-05,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (05.12.2019-full-bulletin.pdf),https://cwc.gov.in/sites/default/files/05.12.2019-full-bulletin.pdf,2019-12-05,*1 GOBIND SAGAR(BHAKRA) 512.06 504.35  6.229     4.172 05-12-2019     67        85       76 676 1379
2019-12-05,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (05.12.2019-full-bulletin.pdf),https://cwc.gov.in/sites/default/files/05.12.2019-full-bulletin.pdf,2019-12-05,*2 PONG DAM(BEAS)       423.67 418.70  6.157     4.625 05-12-2019     75        74       63   0 396
2019-12-05,Ranjit Sagar,1731.99,,,,CWC Weekly Reservoir Storage Bulletin (05.12.2019-full-bulletin.pdf),https://cwc.gov.in/sites/default/files/05.12.2019-full-bulletin.pdf,2019-12-05,*4 THEIN DAM            527.91 519.69  2.344     1.760 05-12-2019     75        75       54 348 600 | RAJASTHAN
2023-01-05,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (05012023-fb.pdf),https://cwc.gov.in/sites/default/files/05012023-fb.pdf,2023-01-05,*1 GOBIND SAGAR(BHAKRA)  512.06 497.90   6.229     3.578 05-01-2023     57       45       58 676 1379
2023-01-05,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (05012023-fb.pdf),https://cwc.gov.in/sites/default/files/05012023-fb.pdf,2023-01-05,Pong Dam | Thein            0.16              0.09  78
2023-01-05,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (05012023-fb.pdf),https://cwc.gov.in/sites/default/files/05012023-fb.pdf,2023-01-05,Thein            0.16              0.09  78 | Gobind Sagar
2022-05-05,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (05052022-fb.pdf),https://cwc.gov.in/sites/default/files/05052022-fb.pdf,2022-05-05,*1 GOBIND SAGAR(BHAKRA)   512.06  475.52       6.229     1.458 05-05-2022     23       11        28 676 1379
2022-05-05,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (05052022-fb.pdf),https://cwc.gov.in/sites/default/files/05052022-fb.pdf,2022-05-05,Pong Dam
2022-05-05,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (05052022-fb.pdf),https://cwc.gov.in/sites/default/files/05052022-fb.pdf,2022-05-05,Punjab          1            THEIN DAM                  77
2021-08-05,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (05082021-bulletin.pdf),https://cwc.gov.in/sites/default/files/05082021-bulletin.pdf,2021-08-05,GOBIND SAGAR(BHAKRA)    65
2021-08-05,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (05082021-bulletin.pdf),https://cwc.gov.in/sites/default/files/05082021-bulletin.pdf,2021-08-05,Himachal Pradesh  3            PONG DAM(BEAS)          70
2021-08-05,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (05082021-bulletin.pdf),https://cwc.gov.in/sites/default/files/05082021-bulletin.pdf,2021-08-05,Punjab            1            THEIN DAM               73
2023-10-05,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (05102023-fb.pdf),https://cwc.gov.in/sites/default/files/05102023-fb.pdf,2023-10-05,1 GOBIND SAGAR(BHAKRA)
2023-10-05,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (05102023-fb.pdf),https://cwc.gov.in/sites/default/files/05102023-fb.pdf,2023-10-05,-74             Pong Dam               6.16       5.48  12 | -66             Thein
2023-10-05,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (05102023-fb.pdf),https://cwc.gov.in/sites/default/files/05102023-fb.pdf,2023-10-05,-66             Thein | Punjab                0                             Gobind Sagar           2.34       1.42  -13
2021-05-06,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (06-05-2021-fbpdf-f.pdf),https://cwc.gov.in/sites/default/files/06-05-2021-fbpdf-f.pdf,2021-05-06,GOBIND SAGAR(BHAKRA)      38
2021-05-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06-05-2021-fbpdf-f.pdf),https://cwc.gov.in/sites/default/files/06-05-2021-fbpdf-f.pdf,2021-05-06,PONG DAM(BEAS)            48
2021-05-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06-05-2021-fbpdf-f.pdf),https://cwc.gov.in/sites/default/files/06-05-2021-fbpdf-f.pdf,2021-05-06,Punjab            1            THEIN DAM             60
2020-02-06,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (06.02.2020-full-bull.pdf),https://cwc.gov.in/sites/default/files/06.02.2020-full-bull.pdf,2020-02-06,*1 GOBIND SAGAR(BHAKRA)  512.06  496.27       6.229     3.370 06-02-2020     54       63        49 676 1379
2020-02-06,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (06.02.2020-full-bull.pdf),https://cwc.gov.in/sites/default/files/06.02.2020-full-bull.pdf,2020-02-06,*2 PONG DAM(BEAS)        423.67  416.17       6.157     4.086 06-02-2020     66       52        40  0 396
2020-02-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.02.2020-full-bull.pdf),https://cwc.gov.in/sites/default/files/06.02.2020-full-bull.pdf,2020-02-06,*4 THEIN DAM
2017-04-06,Bhakra,1524.31,,,,CWC Weekly Reservoir Storage Bulletin (06.04.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.04.2017cwcbull.pdf,2017-04-06,*1 GOBIND SAGAR(BHAKRA)              464.61        6.229        1.031 06-04-2017     17           30         27 676 1200 | 280.75  396.74        6.157
2017-04-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06.04.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.04.2017cwcbull.pdf,2017-04-06,*2 PONG DAM                  359.50                             1.042 06-04-2017     17           15         29         - 360 | PUNJAB                   352.81  508.58        2.344
2017-04-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.04.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.04.2017cwcbull.pdf,2017-04-06,*3 THEIN                     269.14                             1.037 06-04-2017     44           22         33 348 600 | 146.3
2020-05-06,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (06.05.2020-fb-pdfn.pdf),https://cwc.gov.in/sites/default/files/06.05.2020-fb-pdfn.pdf,2020-05-06,*1 GOBIND SAGAR(BHAKRA) 512.06 483.40  6.229     1.966 06-05-2020     32       55       28 676 1379
2020-05-06,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (06.05.2020-fb-pdfn.pdf),https://cwc.gov.in/sites/default/files/06.05.2020-fb-pdfn.pdf,2020-05-06,*2 PONG DAM(BEAS)      423.67 413.10   6.157     3.472 06-05-2020     56       45       27   0 396
2020-05-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.05.2020-fb-pdfn.pdf),https://cwc.gov.in/sites/default/files/06.05.2020-fb-pdfn.pdf,2020-05-06,*4 THEIN DAM
2019-06-06,Bhakra,1611.98,,,,CWC Weekly Reservoir Storage Bulletin (06.06.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/06.06.2019cwcbull_1.pdf,2019-06-06,*1 GOBIND SAGAR(BHAKRA)              491.33        6.229        2.778 06-06-2019     45           6          23 676 1200 | 280.75  406.70        6.157
2019-06-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06.06.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/06.06.2019cwcbull_1.pdf,2019-06-06,*2 PONG DAM                  359.50                             2.336 06-06-2019     38           9          20         - 360 | PUNJAB                   352.81  515.79        2.344
2019-06-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.06.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/06.06.2019cwcbull_1.pdf,2019-06-06,*3 THEIN                     269.14                             1.477 06-06-2019     63           26         44 348 600 | 146.3
2016-07-06,Bhakra,1577.76,,,,CWC Weekly Reservoir Storage Bulletin (06.07.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.07.2016cwcbull.pdf,2016-07-06,*1 GOBIND SAGAR(BHAKRA)              480.90        6.229        1.977 06-07-2016     32           46         36 676 1200 | 280.75  394.37        6.157
2016-07-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06.07.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.07.2016cwcbull.pdf,2016-07-06,*2 PONG DAM                  359.50                             0.792 06-07-2016     13           37         25         - 360 | PUNJAB                   352.81  504.06        2.344
2016-07-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.07.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.07.2016cwcbull.pdf,2016-07-06,*3 THEIN                     269.14                             0.817 06-07-2016     35           82         51 348 600 | 146.3
2017-07-06,Bhakra,1575.66,,,,CWC Weekly Reservoir Storage Bulletin (06.07.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.07.2017cwcbull.pdf,2017-07-06,*1 GOBIND SAGAR(BHAKRA)              480.26        6.229        1.924 06-07-2017     31           32         36 676 1200 | 280.75  396.94        6.157
2017-07-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06.07.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.07.2017cwcbull.pdf,2017-07-06,*2 PONG DAM                  359.50                             1.065 05-07-2017     17           13         25         - 360 | PUNJAB                   352.81  515.77        2.344
2017-07-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.07.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.07.2017cwcbull.pdf,2017-07-06,*3 THEIN                     269.14                             1.446 05-07-2017     62           34         46 348 600 | 146.3
2015-08-06,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (06.08.2015resv.bulletin.pdf),https://cwc.gov.in/sites/default/files/06.08.2015resv.bulletin.pdf,2015-08-06,*1 GOBIND SAGAR(BHAKRA)                                         4.795 06-08-2015     77           78         63 676 1200 | 280.75  281.25      1.711
2015-08-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06.08.2015resv.bulletin.pdf),https://cwc.gov.in/sites/default/files/06.08.2015resv.bulletin.pdf,2015-08-06,*2 PONG DAM                  359.50  360.05      0.132          4.504 06-08-2015     73           43         49         - 360 | PUNJAB                   352.81  352.53      1.436
2015-08-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.08.2015resv.bulletin.pdf),https://cwc.gov.in/sites/default/files/06.08.2015resv.bulletin.pdf,2015-08-06,*3 THEIN                     269.14  260.12      0.821          2.039 06-08-2015     87           73         55 348 600 | 146.3  148.28      0.471
2018-09-06,Bhakra,1645.6,,,,CWC Weekly Reservoir Storage Bulletin (06.09.2018cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/06.09.2018cwcbull_1.pdf,2018-09-06,*1 GOBIND SAGAR(BHAKRA)              501.58        6.229        4.376 06-09-2018     70        90         85 676 1200 | 280.75  418.80        6.157        4.783 05-09-2018
2018-09-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06.09.2018cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/06.09.2018cwcbull_1.pdf,2018-09-06,*2 PONG DAM                  359.50                                                  78        88         80            - 360 | PUNJAB                   352.81  521.04        2.344        1.800 06-09-2018
2018-09-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.09.2018cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/06.09.2018cwcbull_1.pdf,2018-09-06,*3 THEIN                     269.14                             1.134 05-09-2018     77        79         70 348 600 | 146.3                             0.103 05-09-2018
2016-10-06,Bhakra,1648.69,,,,CWC Weekly Reservoir Storage Bulletin (06.10.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.10.2016cwcbull.pdf,2016-10-06,*1 GOBIND SAGAR(BHAKRA)              502.52        6.229        4.510 06-10-2016     72        93         88 676 1200 | 280.75  416.27        6.157
2016-10-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06.10.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.10.2016cwcbull.pdf,2016-10-06,*2 PONG DAM                  359.50                             4.236 06-10-2016     69        85         82            - 360 | PUNJAB                   352.81  517.13        2.344
2016-10-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.10.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.10.2016cwcbull.pdf,2016-10-06,*3 THEIN                     269.14                             1.538 06-10-2016     66        56         64 348 600 | 146.3
2018-12-06,Bhakra,1665.75,,,,CWC Weekly Reservoir Storage Bulletin (06.12.2018cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.12.2018cwcbull.pdf,2018-12-06,*1 GOBIND SAGAR(BHAKRA)              507.72        6.229        5.279 06-12-2018     85           75         73 676 1200 | 280.75  418.75        6.157
2018-12-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06.12.2018cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.12.2018cwcbull.pdf,2018-12-06,*2 PONG DAM                  359.50                             4.743 06-12-2018     77           61         62         - 360 | PUNJAB                   352.81  520.19        2.344
2018-12-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06.12.2018cwcbull.pdf),https://cwc.gov.in/sites/default/files/06.12.2018cwcbull.pdf,2018-12-06,*3 THEIN                     269.14                             1.721 06-12-2018     73           44         51 348 600 | 146.3
2022-01-06,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (06012022-fbpdf.pdf),https://cwc.gov.in/sites/default/files/06012022-fbpdf.pdf,2022-01-06,Himachal Pradesh  3            GOBIND SAGAR(BHAKRA)       75
2022-01-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06012022-fbpdf.pdf),https://cwc.gov.in/sites/default/files/06012022-fbpdf.pdf,2022-01-06,Pong Dam | East Uttar Pradesh    0                            Gandhi Sagar     0.19              0.10  32
2022-01-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06012022-fbpdf.pdf),https://cwc.gov.in/sites/default/files/06012022-fbpdf.pdf,2022-01-06,Punjab            1            THEIN DAM                  68
2025-03-06,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (06032025-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/06032025-fb-pdf.pdf,2025-03-06,10   GOBIND SAGAR(BHAKRA)  70 | Odisha
2025-03-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06032025-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/06032025-fb-pdf.pdf,2025-03-06,1   PONG DAM(BEAS)        59 | Punjab
2025-03-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06032025-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/06032025-fb-pdf.pdf,2025-03-06,THEIN DAM             52
2023-04-06,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (06042023-fb.pdf),https://cwc.gov.in/sites/default/files/06042023-fb.pdf,2023-04-06,1 GOBIND SAGAR(BHAKRA)   512.06 481.65   6.229     1.801 06-04-2023      29       25       28 676 1379
2023-04-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06042023-fb.pdf),https://cwc.gov.in/sites/default/files/06042023-fb.pdf,2023-04-06,Himachal Pradesh   93                 -21           Pong Dam        6.16              2.16  4 | -86
2023-04-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06042023-fb.pdf),https://cwc.gov.in/sites/default/files/06042023-fb.pdf,2023-04-06,Jammu & Kashmir    112                              Thein           2.34              1.72  50
2020-08-06,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (06082020-fb-pdf_1.pdf),https://cwc.gov.in/sites/default/files/06082020-fb-pdf_1.pdf,2020-08-06,*1 GOBIND SAGAR(BHAKRA) 512.06  508.99  2.344     3.249 06-08-2020     52       75       61 676 1379
2020-08-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06082020-fb-pdf_1.pdf),https://cwc.gov.in/sites/default/files/06082020-fb-pdf_1.pdf,2020-08-06,Himachal Pradesh                    244   -31         Pong Dam        6.16            2.71  -12
2020-08-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06082020-fb-pdf_1.pdf),https://cwc.gov.in/sites/default/files/06082020-fb-pdf_1.pdf,2020-08-06,Punjab          1         THEIN DAM               76
2023-09-06,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (06092023-fb.pdf),https://cwc.gov.in/sites/default/files/06092023-fb.pdf,2023-09-06,1 GOBIND SAGAR(BHAKRA)   512.06   509.90  6.229     5.316  06-09-2023  85      82                84 676 1379 | 423.67   423.26  6.157     5.698  06-09-2023
2023-09-06,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (06092023-fb.pdf),https://cwc.gov.in/sites/default/files/06092023-fb.pdf,2023-09-06,*2 PONG DAM(BEAS)                 640.77  0.089     0.070  06-09-2023  93      88                84       0 396 | 642
2023-09-06,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (06092023-fb.pdf),https://cwc.gov.in/sites/default/files/06092023-fb.pdf,2023-09-06,4 THEIN DAM                               0.132 | 1.436
2016-01-07,Bhakra,1640.58,,,,CWC Weekly Reservoir Storage Bulletin (07.01.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.01.2016cwcbull.pdf,2016-01-07,*1 GOBIND SAGAR(BHAKRA)              500.05        6.229        4.156 06-01-2016     67           60         62 676 1200 | 280.75  410.25        6.157
2016-01-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.01.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.01.2016cwcbull.pdf,2016-01-07,*2 PONG DAM                  359.50                             3.061 06-01-2016     50           34         49         - 360 | PUNJAB                   352.81  497.82        2.344
2016-01-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07.01.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.01.2016cwcbull.pdf,2016-01-07,*3 THEIN                     269.14                             0.538 07-01-2016     23           39         42 348 600 | 146.3
2019-02-07,Bhakra,1635.17,,,,CWC Weekly Reservoir Storage Bulletin (07.02.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/07.02.2019cwcbull_1.pdf,2019-02-07,*1 GOBIND SAGAR(BHAKRA)              498.40        6.229        3.939 07-02-2019     63           47         47 676 1200 | 280.75  411.04        6.157
2019-02-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.02.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/07.02.2019cwcbull_1.pdf,2019-02-07,*2 PONG DAM                  359.50                             3.202 06-02-2019     52           35         40         - 360 | PUNJAB                   352.81  515.84        2.344
2019-02-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07.02.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/07.02.2019cwcbull_1.pdf,2019-02-07,*3 THEIN                     269.14                             1.477 07-02-2019     63           20         30 348 600 | 146.3
2019-03-07,Bhakra,1628.54,,,,CWC Weekly Reservoir Storage Bulletin (07.03.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/07.03.2019cwcbull_1.pdf,2019-03-07,*1 GOBIND SAGAR(BHAKRA)              496.38        6.229        3.678 07-03-2019     59           33         35 676 1200 | 280.75  409.41        6.157
2019-03-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.03.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/07.03.2019cwcbull_1.pdf,2019-03-07,*2 PONG DAM                  359.50                             2.911 07-03-2019     47           22         30         - 360 | PUNJAB                   352.81  521.65        2.344
2019-03-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07.03.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/07.03.2019cwcbull_1.pdf,2019-03-07,*3 THEIN                     269.14                             1.841 07-03-2019     79           20         31 348 600 | 146.3
2016-04-07,Bhakra,1574.31,,,,CWC Weekly Reservoir Storage Bulletin (07.04.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.04.2016cwcbull.pdf,2016-04-07,*1 GOBIND SAGAR(BHAKRA)              479.85        6.229        1.889 06-04-2016     30           32         27 676 1200 | 280.75  395.72        6.157
2016-04-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.04.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.04.2016cwcbull.pdf,2016-04-07,ALIYAR                    31 KARJAN                       39 PONG DAM                    50
2016-04-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07.04.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.04.2016cwcbull.pdf,2016-04-07,*3 THEIN                     269.14                             0.517 06-04-2016     22           55         34 348 600 | 146.3
2015-05-07,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (07.05.2015.pdf),https://cwc.gov.in/sites/default/files/07.05.2015.pdf,2015-05-07,*1 GOBIND SAGAR(BHAKRA)      512.06                             2.384 5/7/2015      38           33         23 676 1200 | 423.67  268.90      1.711
2015-05-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.05.2015.pdf),https://cwc.gov.in/sites/default/files/07.05.2015.pdf,2015-05-07,*2 PONG DAM                          343.55      0.132          2.218 5/7/2015      36           30         30     - 360 | PUNJAB                           346.26      1.436
2015-05-07,Ranjit Sagar,1731.99,,,,CWC Weekly Reservoir Storage Bulletin (07.05.2015.pdf),https://cwc.gov.in/sites/default/files/07.05.2015.pdf,2015-05-07,*3 THEIN                     527.91  257.95      0.821          1.919 5/6/2015      82           70         43 348 600 | RAJASTHAN                        137.91      0.471
2018-06-07,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (07.06.2018cwc_1.pdf),https://cwc.gov.in/sites/default/files/07.06.2018cwc_1.pdf,2018-06-07,GOBIND SAGAR(BHAKRA       25
2018-06-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.06.2018cwc_1.pdf),https://cwc.gov.in/sites/default/files/07.06.2018cwc_1.pdf,2018-06-07,ISAPUR                    0 PONG DAM                         44                                                                           51% 61% 71%
2018-06-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07.06.2018cwc_1.pdf),https://cwc.gov.in/sites/default/files/07.06.2018cwc_1.pdf,2018-06-07,*3 THEIN                     269.14                             0.621 06-06-2018     26           59         46 348 600 | 146.3
2017-09-07,Bhakra,1672.87,,,,CWC Weekly Reservoir Storage Bulletin (07.09.2017cwc.pdf),https://cwc.gov.in/sites/default/files/07.09.2017cwc.pdf,2017-09-07,*1 GOBIND SAGAR(BHAKRA)              509.89        6.229        5.617 07-09-2017     90        73         84 676 1200 | 280.75  421.69        6.157
2017-09-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.09.2017cwc.pdf),https://cwc.gov.in/sites/default/files/07.09.2017cwc.pdf,2017-09-07,*2 PONG DAM                  359.50                             5.443 06-09-2017     88        75         79            - 360 | PUNJAB                   352.81  521.69        2.344
2017-09-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07.09.2017cwc.pdf),https://cwc.gov.in/sites/default/files/07.09.2017cwc.pdf,2017-09-07,*3 THEIN                     269.14                             1.841 07-09-2017     79        79         67 348 600 | 146.3
2019-11-07,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (07.11.2019-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/07.11.2019-fb-pdf.pdf,2019-11-07,*1 GOBIND SAGAR(BHAKRA) 512.06 506.34  6.229     4.762 07-11-2019     76        86       81 676 1379
2019-11-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.11.2019-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/07.11.2019-fb-pdf.pdf,2019-11-07,Pong Dam | 6.16              4.13                                -8
2019-11-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07.11.2019-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/07.11.2019-fb-pdf.pdf,2019-11-07,Jammu & Kashmir                      28       -21      Thein                2.34              1.88  31
2017-12-07,Bhakra,1651.28,,,,CWC Weekly Reservoir Storage Bulletin (07.12.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.12.2017cwcbull.pdf,2017-12-07,*1 GOBIND SAGAR(BHAKRA)              503.31        6.229        4.624 07-12-2017     74        53         71 676 1200 | 280.75  413.91        6.157
2017-12-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07.12.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.12.2017cwcbull.pdf,2017-12-07,*2 PONG DAM                  359.50                             3.750 04-12-2017     61        53         59            - 360 | PUNJAB                   352.81  508.34        2.344
2017-12-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07.12.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/07.12.2017cwcbull.pdf,2017-12-07,*3 THEIN                     269.14                             1.037 07-12-2017     44        44         50 348 600 | 146.3
2021-01-07,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (07012021-full-bul.pdf),https://cwc.gov.in/sites/default/files/07012021-full-bul.pdf,2021-01-07,Himachal Pradesh  3          GOBIND SAGAR(BHAKRA)         65
2021-01-07,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (07012021-full-bul.pdf),https://cwc.gov.in/sites/default/files/07012021-full-bul.pdf,2021-01-07,*2 PONG DAM(BEAS)        423.67 409.12   6.157     2.748 07-01-2021      45       69       54       0 396
2021-01-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07012021-full-bul.pdf),https://cwc.gov.in/sites/default/files/07012021-full-bul.pdf,2021-01-07,THEIN DAM                 43                                                                                     60%  70% 80%
2022-07-07,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (07072022-fb.pdf),https://cwc.gov.in/sites/default/files/07072022-fb.pdf,2022-07-07,3   GOBIND SAGAR(BHAKRA)                62 | PONG DAM(BEAS)                 68
2022-07-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07072022-fb.pdf),https://cwc.gov.in/sites/default/files/07072022-fb.pdf,2022-07-07,PONG DAM(BEAS)                 68 | GHATAPRABHA(HIDKAL)                69
2022-07-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07072022-fb.pdf),https://cwc.gov.in/sites/default/files/07072022-fb.pdf,2022-07-07,THEIN DAM                 46 | BISALPUR                  0
2021-10-07,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (07102021-fbpdf.pdf),https://cwc.gov.in/sites/default/files/07102021-fbpdf.pdf,2021-10-07,*1 GOBIND SAGAR(BHAKRA)  512.06   502.98  6.229     4.280 07-10-2021     69       70       85 676 1379
2021-10-07,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (07102021-fbpdf.pdf),https://cwc.gov.in/sites/default/files/07102021-fbpdf.pdf,2021-10-07,Himachal Pradesh  3            PONG DAM(BEAS)             66
2021-10-07,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (07102021-fbpdf.pdf),https://cwc.gov.in/sites/default/files/07102021-fbpdf.pdf,2021-10-07,Punjab            1            THEIN DAM                  59
2024-11-07,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (07112024-fb.pdf),https://cwc.gov.in/sites/default/files/07112024-fb.pdf,2024-11-07,Kerala                3   GOBIND SAGAR(BHAKRA)  77 | Odisha
